,Reviews,Labels,length
18076,"I saw this movie on Mystery Science Theater 300. It sucked so much. If I hadn't been watching it on MST3K, I probably would've thrown it out the window. The characters were incredibly lame and it didn't provide much of a plot in my opinion.",0,240
18086,"This movie is not only boring, it is also really badly done. The graphics are so bad, they are not even second rate - they are dreadful. The characters do not show any facial expresssions, the voice acting is empty and without any soul, and the plot absolutely lacks .... well... anything and everything. My 5 year old likes it - but thinks it's a bit boring. I agree with him.",0,377
18093,"Wonderful actors. <br /><br />Lousy script and not too great direction either. My main problem was I simply didn't CARE about any of these people. Not the killer not the victims. The settings were pretty drab. Dennis Quaid's character was so poorly written in, I didn't even care when the end came. He got his kid back. Big deal! I wanted my money back.",0,353
18098,"I'll be blunt. I'm not one for politically correct movies where the woman plays the bad ass who's not going to take any crap from anyone. If any one of the cast members wanted to, they could have just taken her out in a heartbeat. It was entertaining on MST 3K, but don't rent the real version. Trust me. Have I ever lied to you?",0,329
18125,"What can I say? I think I have to write ""Spoiler alert"" and then ""reveal"" they used the F-word a LOT in this movie - like in every two sentences. I did not like this movie at all - too much hints on sexual perversions, sidesteps and cheating. And that swearing was totally out the window. I gave this movie ""3"" and two of those points are for Mira Sorvino's sexy movements on the dance floor.",0,392
18132,"If this is based on the true-life relationship, as purported, between Ms. Curtin and Mr. Levinson, I'm thrilled I do not know them personally. This is painfully slow, and both characters take stupid pills liberally throughout the movie while the theme song gets played into the ground. Many stupid scenes with people acting stupid does not make for a comedy.",0,358
18143,"I wish I had my rental money back from this piece of trash so I could donate it to the Home for Aged Actors. Total rubbish!! Five people watched this movie at the same time and there wasn't one single laugh to be heard, lots of yawning though. Paltrow's a beautiful woman and she was the best thing to look at in the entire so-called comedic movie..",0,349
18146,"<br /><br />I didn't see They Call Me Trinity, but this sequel is really unfunny at all. It has many gags that are supposed to make people laugh. I guess the filmmaker just don't have the talent to do it right. Wonder why it was so popular in the 70s.",0,251
18157,"For getting so many positive reviews, this movie really disappointed me! It is slow moving and long. At times the story is not clear, particularly in the evolving relationships among characters. My advice? Read the book, it's a fabulous story which loses it's impact on screen.",0,277
18173,"I'm not to keen on The Pallbearer, it's not too bad, but just very slow at the times. As the movie goes on, it gets a little more interesting, but nothing brilliant. I really like David Schwimmer and I think he's good here. I'm not a massive Gwyneth Paltrow fan, but I don't mind her sometimes and she's okay here. The Pallbearer is not a highly recommended movie, but if you like the leads then you might enjoy it.",0,415
18204,"Gwyneth Paltrow is absolutely great in this movie, but the story is, unfortunately, half-baked, and David Schwimmer's energy is sort of like cold mush. When he closes his mouth and gets serious for a moment or two there is a rush of what-might-have-been. Who thought 25-year-old kiddies would be entertaining?",0,309
18207,"This was the worst MTV Movie Awards EVER!!! I barely laughed, none of the presenters were funny, the hosts really sucked, and the parodies weren't so great either. Why can't we go back to the good olden days when the show was a riot?",0,233
18228,"In an apparent attempt to avoid remaking the original movie an excellent cast that should have made this inherently funny, classic Neil Simon material better than the original failed on every level.<br /><br />The chemistry between Goldie Hawn and Steve Martin that was magic in `Housesitter' was nonexistent in this effort.",0,324
18236,"Good actors and good performances can't mask a pointless script, bad dialogue, and patterns of behavior spiraling into nothing you'd care about. The most interesting character is David Berkowitz. No character development - no growth, no interest, just some suffering for no particular reason, teaching us nothing and not even bothering to entertain.",0,349
18253,I had high expectations for this movie and was excited about renting it but was very disappointed when I saw it. It was very poorly written and sort of just fell apart. There wasn't a lot of good anything in this movie except maybe special effects.,0,248
18267,"I like the cast pretty much however the story sort of unfolds rather slowly. Danny Glover does a good job making you wonder if he's the bad guy. Meanwhile, the other characters are just part of the story. Dennis Quaid didn't have as much room in the story as he could have had. I thought the first scene was a bit over the top grim compared to how the story unfolded. I'd watch it again though. I rated it a 5 (wish I could rate it a 5.5)",0,438
18288,"I'm not quite sure why, but this movie just doesn't play the way it should. It should be humerous and fun, but instead is just boring. I think a large part of it is because they way over played the ""gadgets."" The old cartoon it is based on is much better.<br /><br />3/10",0,271
18306,"The sun should set on this movie, forever.<br /><br />It goes on forever (which isn't usually a bad thing - The English Patient, Schindler's List) but is SO tedious. The aging of the actors is unbelievable and so is the drawn-out never-ending story line which really seems to go nowhere.<br /><br />In short, a waste of talent and film.",0,336
18312,"no comment - stupid movie, acting average or worse... screenplay - no sense at all... SKIP IT!",0,94
18321,"This movie makes a promising start and then gets very confused and muddled. Kamal Hasan has made a lot of effort in getting the period look right, pity he did not spend more time on the plot. Most of the small characters in the movie show up for no particular reason.<br /><br />Overall very disappointing, I would recommend avoiding this movie.",0,345
18323,"this video is 100% retarded. besides the brain cell killing acting and plot, it's way too long. don't waste your money at the video store. i actually was mad that i sat through this garbage and spent money on it. just absolutely awful.",0,235
18327,"This is a total waste of money. The production is poor, the special effects are terrible. In my country they had the courage to put this film on video named as ""The Mummy"" because of the success of Brendan Fraser`s film. I`m sure that you can find better horror movies.",0,269
18330,"This film so NOT funny - such a waste of great stars, who seem to be caught up so in their own stardom that they forget. Only shining moments belong to John Cleese as the hotel manager who likes to dress up - you almost fall out of your chair with helpless laughter when he dances to Donna Summer's ""Bad Girls"" while wearing high heels, a mink coat and a dainty hat. The rest: FORGET IT!",0,387
18339,"I was really disappointed with this film. The first Waters movie I saw was Serial Mom and I loved it. Then I saw Pecker and I loved it. Then I watched Polyester and really sort of hated it. The only thing I liked about that movie was DIVINE. She/He had a hell of a lot of talent. I was truly surprised. As a whole, I wouldn't recommend this film...",0,348
18381,"The producers of this film offer to pay funeral expenses for anyone who dies of fright while watching this movie. They should have offered intensive psychotherapy for anyone who really enjoyed this stinker. A young couple moves into a house, where a woman who looks like the woman from the couple lived. Extremely boring, and very predictable. In the end I ended up not caring about anyone in this movie.<br /><br />Avoid this one at all costs.",0,444
18397,"Don't let the title trick you into watching this movie. I read the title, saw that it came on in the middle of the night, and figured it was one of those soft porn movies. This movie is bad. If you like soft porn movies, then I'm sorry to say this isn't one. There are a lot of sex but nothing shown and they only last for 5 seconds or so.",0,339
18403,"What a waste! This movie could have really been something decent, but the writing, in particular, is crap, and the main characters are rather shallow and uninteresting. Mike Meyers was good, and the historical recreation of late 70s decadence was well crafted, but overall, this movie was a big waste of time. Instead, the movie to watch, that deals with similar themes and the same basic time frame, is the great BOOGIE NIGHTS.",0,428
18409,"For me, this movie just seemed to fall on its face. The main problem for me was the casting of Glover as a serial killer. I don't know whether this grows out of type-casting or simply his demeanor, but I doubt Glover could ever portray a convincing villain. He's a good guy, and that's always obvious in his performances. Other than that the film is your run of the mill serial killer story. Nothing very innovative .",0,417
18415,"No artful writeup here because it doesn't deserve one. Not an art film. Not even one of those 'hidden' gems. You know, like those movies you hear about through a friend who saw this amazing movie downtown where they show all the good independents and art films.<br /><br />Just pack it into the christmas boxes, and dispose of quickly.",0,335
18419,"In order to hold the public's attention for three hours, we were treated not so much to a family's romp through four generations and 120 years of Hungarian history, as to sexual liaisons with a sister, a sister-in-law and other adulteries. Oh yes, there was also a totally gratuitous rape. Having said all this, the first story of the relationship among the children of the patriarch was fresh and sensual - thanks to Jennifer Ehle.",0,432
18424,"I could only get through about 25 mins of it. Not one laugh in the 25 minutes I gave it, one of the most painful films I've ever had to endure. Chris Kattan is so nervous on screen that it made me nervous to watch him. Just a horrible movie.",0,241
18441,"Sean, you know I think that you are absolutely the greatest actor in the world, but I can't commend you for this. Comedy just isn't your strong suit.<br /><br />However, it wasn't all your fault. Some of the stuff was just too hard to understand. Alfred Lynch did a decent job, but you gotta wonder where the lines came from from the beginning.<br /><br />Once again, Sean... I apologize.",0,388
18442,"Saw a trailer for this on another video, and decided to rent when it came out. Boy, was I disappointed! The story is extremely boring, the acting (aside from Christopher Walken) is bad, and I couldn't care less about the characters, aside from really wanting to see Nora's husband get thrashed. Christopher Walken's role is such a throw-away, what a tease!",0,356
18449,"How can such good actors like Jean Rochefort and Carole Bouquet could have been involved in such a... a... well, such a thing ? I can't get it. It was awful, very baldy played (but some of the few leading roles), the jokes are dumb and absolutely not funny... I won't talk more about this movie, except for one little piece of advice : Do not go see it, it will be a waste of time and money.",0,391
18475,"I didn't mind the film that much, but it was incredibly dull and boring. A few laughs here and there but nothing to go crazy for.<br /><br /> You should give it a go if you like silly, stupid humour because this is the film for you.",0,232
18507,"First one was much better, I had enjoyed it a lot. This one has not even produced a smile. The idea was showing how deep down can human kind fall, but in reference to the characters not the film-maker.",0,201
18514,"Would have better strengthened considerably by making it as a<br /><br />50 minute episode of the Outer Limits. Too much superfluous material and stuff like the chief bad guy looking like he'd escaped from The Phantom of the Opera didn't help. The whole 'Night of the Living Dead' sequence was extremely silly and quite unnecessary. After all, if the dead were to punish anyone for their sins, now remind me exactly who was killing everyone again?",0,447
18518,Keanu Reeves stars as a friend of a popular high school student who suddenly commits suicide...he and his friends go through emotional turmoil and share their reactions to this horrible incident...Good acting by Reeves and a young Jennifer Rubin..but on the whole is a little too much.. 4 of 10,0,294
18537,"The ending of this movie made absolutely NO SENSE. What a waste of 2 perfectly good hours. If you can explain it to me...PLEASE DO. I don't usually consider myself unable to ""get"" a movie, but this was a classic example for me, so either I'm slower than I think, or this was a REALLY bad movie.",0,294
18542,So so special effects get in the way of recapturing the interesting relationship between Uncle Martin and Tim O'Hara that we remember from the TV series. And what was with the suit? Annoying!,0,191
18543,"This third Darkman was definitely better than the second one, but still far worse than the original movie. What made this one better than D2 was the fact that The Bad Guy had been changed and Durant was not brought back again. Furthermore there was actually some hint of character development when it came to the bad guy's family and Darkman himself. This made my heart soften and I gave this flick as much as 4/10, i.e. **/*****.",0,430
18552,"I find it sad that Christians (and I am one) feel that we must make movies like ""Left Behind."" We have much better stories to tell that don't have to be so preachy. I was very disappointed with this film. As an aspiring filmmaker who believes in Christ, I see this film as the perfect example for what I am not going to do with my career in film.",0,346
18598,The concept was ok but hardly original. The acting was plastic. But the real spoiler was that there was only one joke and a grubby one at that. This is a film for fourteen year olds who have been let out on their own for the first time. Don't dare to watch it with your kids.,0,275
18681,"This movie was lame, lame, lame. What a build up! What a let down. All form, no substance. A terrible waste of talent and time. Would not recommend it to my husband's dog, who will watch anything.",0,196
18685,"OK so i am like most people, give me free tickets and i will go and see most things, now that multiplex cinemas are so good (i remember the old ""flea pit"" single screen cinemas and i am the healthy side of 40). In England this film was released as ""Liar"", it's a dog. It is a total waste of good celluloid. 4/10 for the photograpy and set only.",0,344
18692,"If this movie were more about Piper Perabo's character and less about the bar, this might have been halfway decent. Piper's Violet Stanford and Karen Friendly (Adventures of Rocky and Bullwinkle) both have a virgin kindegarden teacher quality to them that's endearing. Here's hoping she'll find a better movie to be in.",0,319
18740,"This movie tries to hard to be something that it's not....a good movie. It wants you to be fooled from begining to end,But fails.From when it starts to get interesting it falls apart and you're just hoping the ending gives you some clue of just what is going on but it didn't.<br /><br />",0,288
18744,"The progression of the plot is enough to ""rope one in"" and create curiosity about the outcome. However, ultimately, the feeling that remains is that the producers of the movie forgot to end it. If the intention was to create a perpetual circle (occasionally done in the Twilight Zone), it was too sloppy to view as a positive effort.",0,333
18753,"This film is not even worth walking to the movie theatre. No jokes, but stupid and boring laughing on repeated disgusting stuff. The music and the girls are great, unfortunately you have to watch the whole movie to enjoy them. It was weak, very very weak.",0,255
18764,"I was talked into watching this movie by a friend who blubbered on about what a cute story this was.<br /><br />Yuck.<br /><br />I want my two hours back, as I could have done SO many more productive things with my time...like, for instance, twiddling my thumbs. I see nothing redeeming about this film at all, save for the eye-candy aspect of it...<br /><br />3/10 (and that's being generous)",0,393
18770,"This is surely one of the worst films ever made. Each scene is painful. You will groan at the flimsy attempts at humor, the awkward camera work, the sexism and racism, the ridiculous story line, the wooden acting. Poor Joan Bennett; she is the only one in the movie who is not an embarrassment. In all, dreadful.",0,312
18784,"Nothing new in this hackneyed romance with characters put into unbelievable situations, speaking dialogue that borders on the ridiculous. This is an example of another movie put into production before serious script problems were solved. Don't waste your time.",0,260
18804,"The humor in Who's Your Daddy is such poor taste that I actually closed my eyes in certain scenes. Close ups of semen are not funny! Nobody thinks they are. People get nervous when they see something so gross and to hide their nervousness, they laugh. Watching Who's Your Daddy gave me a disgusting nervous feeling.",0,315
18828,"This thing was bad. Really bad. I mean, low budget can sometimes be very inspiring, but not this. The story was so off-the-shelf, the alien's behaviour so illogical, the characters so clichéed. I found nothing good in it. And I did try.",0,236
18859,"It just seems to run true to form, any movie starring Dolph Lundgren is bad! I don't know if it is the fact that the storyline in full of holes, or that Dolph is such a bad actor. No spoiler here, He seems to overdue the pushing and shoving and grabbing and touching thing in this movie. In my opinion it is a wonder that some of these projects find venture capital to get in the can and to the theatre.",0,403
18861,This one is a little better than the first one. It still relies on a lot of its humor which basically keeps saying that the old Bond movies were not realistic. That wears thin after so many parodies. The girls were more interesting in this one.<br /><br />There is a tremendous amount of total gross out humor. Hopefully one day real comedy will come back.,0,356
18905,"Dolph Lundgren stars as Murray Wilson an alcoholic ex-cop who gets involved with a serial killer who kills during sex, after his brother is murdered, Wilson starts his own investigation and finds out a lot of his brother's secrets in this very dull thriller. Lundgren mails in his performance and the movie is flat and lethargic. Also when has anyone watched a Dolph Lundgren movie for anything but action?",0,406
18908,"This third Pokemon movie is too abstract for younger kids to follow and too repetitious to entertain older kids. The message of the film-- about dealing with loss-- is subverted by the return of the young girl's father during the film's credits. Team Rocket provide some amusement, but they're not really part of the small plot, so they don't appear very often.",0,361
18919,"It is not un-common to see U.S. re-makes of foreign movies that fall flat on their face, but here is the flip side!!! This is an awful re-make of the U.S. movie ""Wide Awake"" by the British!<br /><br />""Wide Awake"" is strange but entertaining and funny! ""Liam"" on the other hand is just strange. I must give credit to ""Liam"" for one thing, and that is making it clear that I made the right choice in changing my religion!",0,420
18921,"Written by the excellent McGovern and directed by Frears this film was a slight disappointment. It seemed too short. It spent far too long creating the Hovis atmosphere, and laughing at the Catholic demands. Then very quickly you have the fascist and socialists vying for the family's attention, and the terrible conclusion.<br /><br />Still my wife thought Liam was cute.",0,372
18945,"Recipe for one of the worst movies of all time: a she-male villain who looks like it escaped from the WWF, has terrible aim with a gun that has inconsistent effects (the first guy she shoots catches on fire but when she shoots anyone else they just disappear) and takes time out to pet a deer. Then you got the unlikable characters, 30 year old college students, a lame attempt at a surprise ending and lots, lots more. Avoid at all costs.",0,439
18966,Probably the worst Dolph film ever. There's nothing you'd want or expect here. Don't waste your time. Dolph plays a miserable cop with no interests in life. His brother gets killed and Dolph tries to figure things out. The character is just plain stupid and stumbles around aimlessly. Pointless.,0,295
18985,"I think my summary sums it up. I found it inane and stupid. I also saw the ending a mile a way. Everyone is copying that ending anymore when doing a TV/Theater crossover anymore. Sometimes, it's better to let the movie stand alone.<br /><br />Others, its better to forget the movie altogether. This is one of the others....",0,323
18992,"In the beginning and throughout the movie, it was great. It was suspenseful and thrilling. Yet in the end it gave no answer to what had happened. They mysteriously turned into zombies by a raven or crow? It did not answer the questions that we all had and therefore, was not as good a movie as I thought that it was going to be.",0,328
19009,"The film did what it set out to do: show how a young girl copes with poverty and grows into her maturity. However, for most of us, this subject has been explored adequately and in most instances with more sophistication than done here. The movie fixated on breasts, which soon became boring and I lost interest. If this was on TV, I would've switched to the latest news on the Starr Report. That's how boring I found this movie.",0,428
19038,"Without question, the worst ELVIS film ever made. The movie portrays all Indians as drunk, stupid, and lazy. Watch ELVIS's skin change color throughout the film.",0,161
19043,"The movie starts out fine. Widower out with new girlfriend and the children.<br /><br />The movie is filled with stupid director's choices. Like ""lets separate."" ""I am coming down to...."" do what? Stupid Stupid Stupid.<br /><br />Please do not waste your time hoping that it will get better.............. Not hardly.",0,316
19046,"What starts out as an interesting story quickly disintegrates into nothing. Don't bother watching to the end hoping for an explanation of what is stalking the visitors, there is no ending. No explanation, no resolution, zip. This could have been a good movie it they had purchased an entire script.",0,298
19053,"It's very sad that Lucian Pintilie does not stop making movies. They get worse every time. Niki and Flo (2003) is a depressing stab at the camera. It's unfortunate that from the many movies that are made yearly in Romania , the worst of them get to be sent abroad ( e.g. Chicago International Film Festival). This movie without a plot , acting or script is a waste of time and money. Score: 0.02 out of 10.",0,406
19065,"i'm being generous giving this movie 2 stars. the line about ""have you even seen the wizard of oz"" was the best part for me! with terrible writing and acting like displayed in this movie it's no wonder so many are taken in by worthless tv reality shows. do yourself a favor and get out of the house and hit a royals baseball game, your gonna be glad ya did!",0,357
19066,I saw this in the summer of 1990. I'm still annoyed by how bad this movie is in 2001.<br /><br />Implausible plot. You'd have to be a child to think this could happen.<br /><br />I'm just really annoyed by it. Don't see this.,0,225
19069,"i am a big fan of karishma Kapoor and Govinda. I watched this film after i had seen Fiza, which was absolutley brilliant.<br /><br />There are films that are bad, and there are films that are cr*p. but this film just takes the biscuit.<br /><br />We were so annoyed that we were conned out of paying our money expecting a decent film.<br /><br />avoid at all cost, dont even rent it.<br /><br />1/10",0,399
19099,"This film is hardly good, not great at all. A few memorable scenes and the unlucky choice of pairing Norma Jean with an actual actress. Jane Russell has it all working for her, Marilyn's lesser woman and/or actress. One can only wonder why this is considered being one of the highlights of her lame career. 3/10",0,311
19108,"A pointless movie with nothing but gratuitous violence. The only fun I had was playing ""spot the location"", as much of it was filmed in my home town of Regina, Saskatchewan. I like to support locally produced films but this one was a major disappointment.",0,255
19128,"Jean-Claude Van Damme plays twin brothers Alex and Chad, both whom are martial arts expert who team up to take down the mobsters responsible for the murder of the parents in this empty headed martial arts actioner which doesn't have a plot that would make better use of the gimmick of having two Jean-Claude Van Dammes. Some okay actionscenes, but this is not one of Van Damme's best.",0,384
19133,"A strange mix of traditional-80s, smartassy, Chevy Chase-type, ""every-ten-lines-you-get-a-funny-one"" farce and sickie black comedy. Mildly amusing in spots, but utterly tasteless. There is a skiing sequence that includes the fakest-looking back-projections since ""On Her Majesty's Secret Service"". (**)",0,302
19134,"This movie features Charlie Spradling dancing in a strip club. Beyond that, it features a truly bad script with dull, unrealistic dialogue. That it got as many positive votes suggests some people may be joking.",0,210
19176,"this seemed an odd combination of Withnail and I with A Room with a View.. sometimes it worked, other times it did not. tragedy that they changed the name for the US release though.. Keep the Apidistra Flying is much better than the nothing title A Merry War. acting was okay, script was okay.. overall it was a mediocre film..",0,327
19221,"Outrageously trashy karate/horror thriller with loads of graphically gory violence and gratuitous nudity, and a thoroughly preposterous and bizarre ""plot"". This is lowbrow and low-grade entertainment that will appeal only to viewers with particularly kinky tastes, but it's kind of cheerfully bad and I must admit that I wasn't actually bored while watching it.... (*1/2)",0,371
19227,"This film has the look and feel of a Student film project. Yeah, there are some interesting (albeit gimmicky) edits and shots, but the end result was juvenile.<br /><br />The director didn't seem to be saying ""Look at this film."" It seemed as if he were saying, ""Look at ME! I'm a DIRECTOR!""<br /><br />Thumbs down.",0,315
19231,"Sniffing girl's panties kills a guy...and a stupid freaky puppet says a lot of stupid freaky things......My eyes could not leave the screen, my finger could not leave the Fast Forward button....I had to rewatch this spectacle to see if I had really experienced what I thought...I did.....God help us all!",0,304
19233,"I don't know why, but when I am asked about bad movies I have seen, I often think of ""The Air Up There"". I know that technically, lots of movies are horrible compared to it, and I have seen worse acting. it's just that it's so bland, so predictable. In a word: mediocre.",0,270
19237,"This is a bad, bad movie. I'm an actual fencer: trust me when I say that this film's pretension of accuracy is just that. This is especially true during that vile little scene when the fencers are combining footwork with 80's pop. The ending is predictable, and the movie is a bore from start to finish. Horrible.",0,313
19289,"We rented five movies for New Year's Eve weekend and watched this one first. All I can say is that there was no place to go but up after watching this one. It was pointless and vulgar. Harvey Keitel's script must have been easy to write -- just make two out every three words a curse word. Andie McDowell is surprisingly good in a character roll, but the movie has nothing else to recommend it.",0,394
19293,"I've written at least a half dozen scathing reviews of this abysmal little flick and none get published, so I must opine that someone at imdb.com really likes this awful movie. The idea that a bunch of oilmen can resurrect a military tank that has set in the desert for over a decade, and make a fighting machine of it again is ludicrous. So is the acting and direction. Pass on it.",0,382
19306,"This was the only time I ever walked out on a movie. Years later, I saw it in the cable listings and thought, ""Maybe I should give it another try."" Suffice to say that I was right the first time. This ranks second only to Godzilla 1998 as the worst movie I've ever seen.",0,270
19312,"I actually had hopes for this movie since I've seen Kari in a few other things and think she has some talent. Alas, this dud is a case study in what not to do in a screenplay. Completely undefined characters without a shred of likeability, and no plot whatsoever. Is it a road/buddy/comedy/thriller/romance/drama? The filmmakers don't have a clue, and neither do we.",0,366
19314,"The film attempts to be a mockumentary--shot in the documentary form but with many obviously scripted parts--but fails in not providing the audience with any characters with which to create the illusion of the mockumentary. Also, the film purports to be about finding real love in Los Angeles, but is nothing more than an uninteresting look at an amateur filmmaker trying to make his first ""big movie.""",0,402
19340,"I think it's a great movie!! It's fun, maybe a little unrealistic, but fun and dramatic!! I would like to see it again, if they were showing it in TV!! Just 1 question: Are we still talking about the same movie???",0,213
19344,"I watched this film for 45 minutes and counted 9 mullets. That's a mullet every 5 minutes. Seriously though, this film is living proof that formula works. If it ain't broke, it don't need fixin. A streetwise-yet-vulnerable heroine, a hardened ex-cop martial arts master with a heart of gold and a serial killer with 'issues'. Pure magic.",0,337
19356,"The greatest sin in life is being dull, and this movie is crashingly boring. its funny, its left out of his ""a life in film"" documentary. He goes from a long piece on ""Stardust Memories"" and then fast forwards to ""Zelig"". This little piece of cubic zirconia just isn't worth the effort.",0,286
19358,"Friday the 13th step over! There is officially a worse movie than your hateful series out there. I won this movie in a contest at college, and it was a waste of money even if it was free. Jack Jones stars as a truly awful singer whose trying to find some murderers or something. At least Friday the Thirteenth never bored me. I'd rather have my fingernails pulled than see this again.",0,384
19393,"Not very interesting teen whodunit saved from being a turkey from some decent performances. The main cast consisting of Taye Diggs, Mia Kirshner, Dominique Swain and surprisingly Meredith Monroe are all good but the story is not very original.",0,243
19416,I only watched this film from beginning to end because I promised a friend I would. It lacks even unintentional entertainment value that many bad films have. It may be the worst film I have ever seen. I'm surprised a distributor put their name on it.,0,250
19419,"I screamed my head off because seeing this movie was my first movie going experience ever at some 13 months old. I remember it being incredibly bloody and it made me angry. I watched it again on tv a few years ago. Big mistake -- the acting is wooden, the plot non-existent and the movie lacks merit unless 23 year-old T & A is what gets you going... 0/****",0,357
19431,"I rented ""New Best Friend"" hoping for a movie similar to enjoyable teen thrillers such as ""Gossip"" and ""The Curve"". Instead, ""New Best Friend"" is much more like ""The In Crowd"", in which there are no thrills and the acting is incredibly phony. ""New Best Friend"" is boring, and the events during the movie are the same. Skip this movie...it's a waste of time.",0,357
19438,"This movie is a blatant attempt by the left in Hollywood to portray Reagan's administration as incompetent and bungling. Some mistakes may have been made at the time of the crisis, but I'm sure not to the extent portrayed in this lame movie. My first reaction was that this movie had to have been directed by Oliver Stone, but I was wrong this time. There are apparently many others.",0,383
19445,"How many times do we have to see bad horror movies with a killer in a Scream-ripoff mask? The plot of Bleed is kinda original but the movie itself is a complete failure. For one thing the dialogue is poorly developed, it's boring and wastes too much time on trivial details, the acting is bad, et cetera. I want my money back, this rental stinks worse than a skunk.",0,365
19452,"If you're in the mood for some dopey light entertainment, this will pass the time. If you expect one jot of plausibility, don't bother. To me, the dance scene looked like it was exaggerated for comic effect; it didn't look especially hot or skilled.",0,249
19457,"Wow this movie sucked big time. I heard this movie expresses the meaning of friendship very well. And with all the internet hype on this movie I figured what could go wrong? However the movie was just plain bad. It was boring and the character development was never there. Space Travelers was also a horrible movie, if you didn't like that movie there is no way you will like this.",0,381
19462,"To put it simply, The Fan was a disappointment. It felt like as if I was watching Taxi Driver, except Taxi Driver was much better than this. It seemed like the filmmakers wanted us to root for Robert Deniro's character 100 percent. This approach didn't work.",0,258
19471,"Nightmare Weekend stars a cast of ridiculous actors with even less of an idea of what is going on than the director had, if you can imagine that. There is no decipherable plot or story, the special effects are a joke, and even the sound is terrible. This film was directed by Henry Sala. It was the only film that he ever directed, and the reason is obvious.",0,358
19518,"Unremarkable and unmemorable remake of an old, celebrated English film. Although it may be overly maligned as a total disaster (which it is not), it never builds any tension and betrays its TV origins. Richard Burton sleepwalks through his role, and Sophia Loren's closed (in this movie) face doesn't display much passion, either. (**)",0,335
19535,"I understand there was some conflict between Leigh and the great Maggie Smith during the filming. Understandable when you put one of the world's greatest actresses of all time (Smith, of course) with one whose performances seem to get worse with each subsequent film.",0,267
19536,"A mix of Ninja stuff mixed with a sub-James Bond storyline. The result is incredibly awful and boring, being just the stage for endless gun battles. I can't believe this was released in theaters. Terminate this movie.",0,217
19579,"The worst movie in the history of cinema. I don't know if it was trying to be funny or sad, poignant or droll, but the end result was unwatchable. Everyone from Key Grip, to Robin Williams, and back down to Best Boy should be ashamed to be a part of this film!",0,260
19617,"I gave this movie a rating of 1 (Awful). The only reason that it should even get a 1 instead of a big -0- is Ben Kingsley, who always shines not matter what terrible material is thrown his way.<br /><br />Mira Sorvino is so out of her element here that as a viewer one simply can't get over the fact that she is even in such a piece.<br /><br />Stupid, stupid story and horrible production. Do NOT waste your video rental $.",0,424
19652,"Oh my, this was the worst reunion movie I have ever seen. (That is saying a lot.) I am ashamed of watching.<br /><br />What happened in the script meetings? ""Ooooooh, I know! Let's have two stud muffins fall madly in love with the Most-Annoying-Character-Since-Cousin-Oliver."" ""Yeah, that'll be cool!""<br /><br />Even for sitcoms, this was the most implausible plot since Ron Popeil starting spray painting bald men.",0,416
19653,"Cheap, amateurish, unimaginative, exploitative... but don't think it'll have redeeming amusement value. About as unentertaining, uninstructive and just plain dull as a film can be.",0,180
19679,"This entry is certainly interesting for series fans (like myself), but yet it is mostly incomprehensible. The plot is confusing, as is the sequel continuity. Some striking effects, to be sure, but we never find out what it all really means.<br /><br />Try to see the ""NC-17"" workprint version which contains the gore that was cut to be re-rated ""R"".",0,349
19684,"This is definitely a stupid, bad-taste movie. Eddie Murphy stars in what is written like a sitcom. He is surrounded with his perfect family, full of good family values. If you're looking for politically correct entertainment, this movie is for you. But if you hate the idea of being the only one not to laugh at obscene gags in a movie-theater full of pop-corn addicts, just flee.",0,380
19719,"Well I don't know where to begin. Obviously this was a made for TV movie, so my expectations were low. I was pleasantly surprised by the overall direction of the second hour, but anything before or after that seemed to be a paint by the numbers sort of movie.<br /><br />And talk about bad chemistry between the tow lovebird detectives. ..<br /><br />I would go more in depth, but this movie doesn't really deserve it. Grade: D+ (IMDB rating 3/10)",0,447
19723,"Typical formula action film: a good cop gets entangled in a mess of crooked cops and Japanese gangsters.<br /><br />The okay result has decent performances, a few fleeting snicker-inducing moments, and some fair action sequences--plus a chance to check out the gorgeous Danielle Harris--who makes the most of her perpetual typecasting as a rebellious teen daughter.<br /><br />** out of ****.",0,392
19725,<br /><br />I watched this movie just a little while ago and I found that this movie was terrible! It moved very slowly and was hardly entertaining!<br /><br />Sorry for all those that liked it.... this is only my opinion!,0,222
19740,"Spanish horrors are not bad at all, some are smart with interesting stories, but is not the case of ""Second Name"". It is badly directed, badly acted and boring...boring...boring, a missed chance for an interesting story.",0,220
19759,I have a feeling that Dr. Dolittle was intended for an audience composed entirely of children. I think I would have had a better time if I sat at home and watched a sit-com. My favorite characters in the movie were the pet hamster and the two alley mice.,0,254
19768,"I have never seen such terrible performances in all my life.<br /><br />Everyone in the entire film was absolute rubbish.<br /><br />Not one decent actor/actress in the whole film, it was a joke.<br /><br />Reminded me of drama at school...",0,240
19800,Another wonderful Patterson book made into an incredibly awful movie. If the big budget movies don't work then why make a low budget made for t.v. movie that's 10 times worse! I am desperate for a good movie that will do ONE of his books justice!,0,246
19802,"Why oh why don't blockbuster movies simply stick to their selling point? Everyone in the cinema, young and old, was there to see talking animals make jokes, and whilst they did that we were all happy... And then, as with Lost In Space, came the two killer blows - plot and sentiment. Who really cared what happened to the tiger or whether Eddie Murphy made up with his daughter? Not me, that's for sure.",0,403
